"clicked","monthclust","value"
"Hardcore/Feb-12","Moderate Farmers/May-12","73"
"Hardcore/Feb-12","Hardcore/Jun-12","183"
"Hardcore/Feb-12","Moderate Losers/Jun-12","58"
"Hardcore/Feb-12","Moderate Miscellanea/Jun-12","55"
"Hardcore/Feb-12","Casual Losers/Jun-12","31"
"Hardcore/Feb-12","Moderate Farmers/Jun-12","28"
"Hardcore/Feb-12","Forum/Jun-12","40"
"Hardcore/Feb-12","Casual Winners/Jun-12","40"
"Hardcore/Feb-12","Casual Winners/Jul-12","37"
"Hardcore/Feb-12","Moderate Miscellanea/Jul-12","63"
"Hardcore/Feb-12","Moderate Farmers/Jul-12","34"
"Hardcore/Feb-12","Casual Losers/Jul-12","26"
"Hardcore/Feb-12","Forum/Jul-12","19"
"Hardcore/Feb-12","Hardcore/Jul-12","144"
"Hardcore/Feb-12","Moderate Losers/Jul-12","35"
"Hardcore/Feb-12","Hardcore/Aug-12","121"
"Hardcore/Feb-12","Casual Losers/Aug-12","25"
"Hardcore/Feb-12","Casual Winners/Aug-12","31"
"Hardcore/Feb-12","Moderate Losers/Aug-12","37"
"Hardcore/Feb-12","Moderate Winners/Aug-12","30"
"Hardcore/Feb-12","Moderate Farmers/Aug-12","34"
"Hardcore/Feb-12","Casual Winners/Sep-12","35"
"Hardcore/Feb-12","Moderate Farmers/Sep-12","48"
"Hardcore/Feb-12","Hardcore/Sep-12","105"
"Hardcore/Feb-12","Casual Losers/Sep-12","13"
"Hardcore/Feb-12","Moderate Losers/Sep-12","28"
"Hardcore/Feb-12","Forum/Sep-12","18"
"Hardcore/Feb-12","Hardcore/Oct-12","102"
"Hardcore/Feb-12","Moderate Farmers/Oct-12","46"
"Hardcore/Feb-12","Casual Losers/Oct-12","13"
"Hardcore/Feb-12","Forum/Oct-12","15"
"Hardcore/Feb-12","Casual Winners/Oct-12","29"
"Hardcore/Feb-12","Moderate Miscellanea/Oct-12","30"
"Hardcore/Feb-12","Casual/Nov-12","33"
"Hardcore/Feb-12","Hardcore/Nov-12","93"
"Hardcore/Feb-12","Moderate Farmers/Nov-12","39"
"Hardcore/Feb-12","Moderate Miscellanea/Nov-12","27"
"Hardcore/Feb-12","Forum/Nov-12","13"
"Hardcore/Feb-12","Casual/Dec-12","17"
"Hardcore/Feb-12","Moderate Farmers/Dec-12","24"
"Hardcore/Feb-12","Moderate Miscellanea/Dec-12","18"
"Hardcore/Feb-12","Hardcore/Dec-12","39"
"Hardcore/Feb-12","Forum/Dec-12","3"
"Casual Winners/Feb-12","Moderate Farmers/Nov-11","46"
"Casual Winners/Feb-12","Casual Winners/Nov-11","77"
"Casual Winners/Feb-12","Casual Losers/Nov-11","50"
"Casual Winners/Feb-12","Forum/Nov-11","8"
"Casual Winners/Feb-12","Moderate/Nov-11","53"
"Casual Winners/Feb-12","Hardcore/Nov-11","57"
"Casual Winners/Feb-12","Casual Winners/Dec-11","79"
"Casual Winners/Feb-12","Casual Losers/Dec-11","67"
"Casual Winners/Feb-12","Moderate Farmers/Dec-11","89"
"Casual Winners/Feb-12","Hardcore/Dec-11","82"
"Casual Winners/Feb-12","Forum/Dec-11","34"
"Casual Winners/Feb-12","Moderate/Dec-11","74"
"Casual Winners/Feb-12","Moderate Losers/Jan-12","43"
"Casual Winners/Feb-12","Moderate Miscellanea/Jan-12","85"
"Casual Winners/Feb-12","Casual Losers/Jan-12","75"
"Casual Winners/Feb-12","Hardcore/Jan-12","56"
"Casual Winners/Feb-12","Casual Winners/Jan-12","99"
"Casual Winners/Feb-12","Forum/Jan-12","12"
"Casual Winners/Feb-12","Moderate Farmers/Jan-12","65"
"Casual Winners/Feb-12","Moderate Farmers/Feb-12","0"
"Casual Winners/Feb-12","Moderate Losers/Feb-12","0"
"Casual Winners/Feb-12","Casual Losers/Feb-12","0"
"Casual Winners/Feb-12","Hardcore/Feb-12","0"
"Casual Winners/Feb-12","Casual Winners/Feb-12","711"
"Casual Winners/Feb-12","Forum/Feb-12","0"
"Casual Winners/Feb-12","Casual Forum/Feb-12","0"
"Casual Winners/Feb-12","Casual Forum/Mar-12","7"
"Casual Winners/Feb-12","Casual Winners/Mar-12","82"
"Casual Winners/Feb-12","Moderate Miscellanea/Mar-12","30"
"Casual Winners/Feb-12","Casual Losers/Mar-12","48"
"Casual Winners/Feb-12","Hardcore/Mar-12","23"
"Casual Winners/Feb-12","Forum/Mar-12","3"
"Casual Winners/Feb-12","Moderate Farmers/Mar-12","31"
"Casual Winners/Feb-12","Casual Winners/Apr-12","78"
"Casual Winners/Feb-12","Casual Losers/Apr-12","44"
"Casual Winners/Feb-12","Casual Forum/Apr-12","6"
"Casual Winners/Feb-12","Moderate Miscellanea/Apr-12","31"
"Casual Winners/Feb-12","Moderate Farmers/Apr-12","28"
"Casual Winners/Feb-12","Forum/Apr-12","5"
"Casual Winners/Feb-12","Hardcore/Apr-12","25"
"Casual Winners/Feb-12","Hardcore/May-12","26"
"Casual Winners/Feb-12","Casual Forum/May-12","10"
"Casual Winners/Feb-12","Casual Winners/May-12","55"
"Casual Winners/Feb-12","Casual Losers/May-12","37"
"Casual Winners/Feb-12","Moderate Miscellanea/May-12","44"
"Casual Winners/Feb-12","Forum/May-12","7"
"Casual Winners/Feb-12","Moderate Farmers/May-12","36"
"Casual Winners/Feb-12","Hardcore/Jun-12","19"
"Casual Winners/Feb-12","Moderate Losers/Jun-12","17"
"Casual Winners/Feb-12","Moderate Miscellanea/Jun-12","29"
"Casual Winners/Feb-12","Casual Losers/Jun-12","32"
"Casual Winners/Feb-12","Moderate Farmers/Jun-12","23"
"Casual Winners/Feb-12","Forum/Jun-12","14"
"Casual Winners/Feb-12","Casual Winners/Jun-12","43"
"Casual Winners/Feb-12","Casual Winners/Jul-12","28"
"Casual Winners/Feb-12","Moderate Miscellanea/Jul-12","23"
"Casual Winners/Feb-12","Moderate Farmers/Jul-12","18"
"Casual Winners/Feb-12","Casual Losers/Jul-12","20"
"Casual Winners/Feb-12","Forum/Jul-12","7"
"Casual Winners/Feb-12","Hardcore/Jul-12","21"
"Casual Winners/Feb-12","Moderate Losers/Jul-12","12"
"Casual Winners/Feb-12","Hardcore/Aug-12","18"
"Casual Winners/Feb-12","Casual Losers/Aug-12","14"
"Casual Winners/Feb-12","Casual Winners/Aug-12","24"
"Casual Winners/Feb-12","Moderate Losers/Aug-12","12"
"Casual Winners/Feb-12","Moderate Winners/Aug-12","22"
"Casual Winners/Feb-12","Moderate Farmers/Aug-12","16"
"Casual Winners/Feb-12","Casual Winners/Sep-12","20"
"Casual Winners/Feb-12","Moderate Farmers/Sep-12","21"
"Casual Winners/Feb-12","Hardcore/Sep-12","17"
"Casual Winners/Feb-12","Casual Losers/Sep-12","14"
"Casual Winners/Feb-12","Moderate Losers/Sep-12","19"
"Casual Winners/Feb-12","Forum/Sep-12","4"
"Casual Winners/Feb-12","Hardcore/Oct-12","18"
"Casual Winners/Feb-12","Moderate Farmers/Oct-12","19"
"Casual Winners/Feb-12","Casual Losers/Oct-12","8"
"Casual Winners/Feb-12","Forum/Oct-12","5"
"Casual Winners/Feb-12","Casual Winners/Oct-12","14"
"Casual Winners/Feb-12","Moderate Miscellanea/Oct-12","8"
"Casual Winners/Feb-12","Casual/Nov-12","16"
"Casual Winners/Feb-12","Hardcore/Nov-12","25"
"Casual Winners/Feb-12","Moderate Farmers/Nov-12","14"
"Casual Winners/Feb-12","Moderate Miscellanea/Nov-12","5"
"Casual Winners/Feb-12","Forum/Nov-12","3"
"Casual Winners/Feb-12","Casual/Dec-12","8"
"Casual Winners/Feb-12","Moderate Farmers/Dec-12","5"
"Casual Winners/Feb-12","Moderate Miscellanea/Dec-12","2"
"Casual Winners/Feb-12","Hardcore/Dec-12","5"
"Casual Winners/Feb-12","Forum/Dec-12","3"
"Forum/Feb-12","Moderate Farmers/Nov-11","5"
"Forum/Feb-12","Casual Winners/Nov-11","8"
"Forum/Feb-12","Casual Losers/Nov-11","3"
"Forum/Feb-12","Forum/Nov-11","23"
"Forum/Feb-12","Moderate/Nov-11","16"
"Forum/Feb-12","Hardcore/Nov-11","45"
"Forum/Feb-12","Casual Winners/Dec-11","5"
"Forum/Feb-12","Casual Losers/Dec-11","3"
"Forum/Feb-12","Moderate Farmers/Dec-11","19"
"Forum/Feb-12","Hardcore/Dec-11","37"
"Forum/Feb-12","Forum/Dec-11","56"
"Forum/Feb-12","Moderate/Dec-11","5"
"Forum/Feb-12","Moderate Losers/Jan-12","4"
"Forum/Feb-12","Moderate Miscellanea/Jan-12","14"
"Forum/Feb-12","Casual Losers/Jan-12","3"
"Forum/Feb-12","Hardcore/Jan-12","33"
"Forum/Feb-12","Casual Winners/Jan-12","1"
"Forum/Feb-12","Forum/Jan-12","72"
"Forum/Feb-12","Moderate Farmers/Jan-12","4"
"Forum/Feb-12","Moderate Farmers/Feb-12","0"
"Forum/Feb-12","Moderate Losers/Feb-12","0"
"Forum/Feb-12","Casual Losers/Feb-12","0"
"Forum/Feb-12","Hardcore/Feb-12","0"
"Forum/Feb-12","Casual Winners/Feb-12","0"
"Forum/Feb-12","Forum/Feb-12","142"
"Forum/Feb-12","Casual Forum/Feb-12","0"
"Forum/Feb-12","Casual Forum/Mar-12","12"
"Forum/Feb-12","Casual Winners/Mar-12","5"
"Forum/Feb-12","Moderate Miscellanea/Mar-12","16"
"Forum/Feb-12","Casual Losers/Mar-12","3"
"Forum/Feb-12","Hardcore/Mar-12","40"
"Forum/Feb-12","Forum/Mar-12","36"
"Forum/Feb-12","Moderate Farmers/Mar-12","17"
"Forum/Feb-12","Casual Winners/Apr-12","9"
"Forum/Feb-12","Casual Losers/Apr-12","5"
"Forum/Feb-12","Casual Forum/Apr-12","12"
"Forum/Feb-12","Moderate Miscellanea/Apr-12","16"
"Forum/Feb-12","Moderate Farmers/Apr-12","8"
"Forum/Feb-12","Forum/Apr-12","43"
"Forum/Feb-12","Hardcore/Apr-12","34"
"Forum/Feb-12","Hardcore/May-12","32"
"Forum/Feb-12","Casual Forum/May-12","12"
"Forum/Feb-12","Casual Winners/May-12","5"
"Forum/Feb-12","Casual Losers/May-12","7"
"Forum/Feb-12","Moderate Miscellanea/May-12","14"
"Forum/Feb-12","Forum/May-12","37"
"Forum/Feb-12","Moderate Farmers/May-12","6"
"Forum/Feb-12","Hardcore/Jun-12","29"
"Forum/Feb-12","Moderate Losers/Jun-12","8"
"Forum/Feb-12","Moderate Miscellanea/Jun-12","12"
"Forum/Feb-12","Casual Losers/Jun-12","7"
"Forum/Feb-12","Moderate Farmers/Jun-12","5"
"Forum/Feb-12","Forum/Jun-12","34"
"Forum/Feb-12","Casual Winners/Jun-12","4"
"Forum/Feb-12","Casual Winners/Jul-12","13"
"Forum/Feb-12","Moderate Miscellanea/Jul-12","8"
"Forum/Feb-12","Moderate Farmers/Jul-12","7"
"Forum/Feb-12","Casual Losers/Jul-12","11"
"Forum/Feb-12","Forum/Jul-12","24"
"Forum/Feb-12","Hardcore/Jul-12","21"
"Forum/Feb-12","Moderate Losers/Jul-12","8"
"Forum/Feb-12","Hardcore/Aug-12","26"
"Forum/Feb-12","Casual Losers/Aug-12","9"
"Forum/Feb-12","Casual Winners/Aug-12","7"
"Forum/Feb-12","Moderate Losers/Aug-12","11"
"Forum/Feb-12","Moderate Winners/Aug-12","13"
"Forum/Feb-12","Moderate Farmers/Aug-12","9"
"Forum/Feb-12","Casual Winners/Sep-12","8"
"Forum/Feb-12","Moderate Farmers/Sep-12","11"
"Forum/Feb-12","Hardcore/Sep-12","18"
"Forum/Feb-12","Casual Losers/Sep-12","4"
"Forum/Feb-12","Moderate Losers/Sep-12","5"
"Forum/Feb-12","Forum/Sep-12","15"
"Forum/Feb-12","Hardcore/Oct-12","14"
"Forum/Feb-12","Moderate Farmers/Oct-12","9"
"Forum/Feb-12","Casual Losers/Oct-12","4"
"Forum/Feb-12","Forum/Oct-12","15"
"Forum/Feb-12","Casual Winners/Oct-12","8"
"Forum/Feb-12","Moderate Miscellanea/Oct-12","7"
"Forum/Feb-12","Casual/Nov-12","6"
"Forum/Feb-12","Hardcore/Nov-12","12"
"Forum/Feb-12","Moderate Farmers/Nov-12","11"
"Forum/Feb-12","Moderate Miscellanea/Nov-12","7"
"Forum/Feb-12","Forum/Nov-12","11"
"Forum/Feb-12","Casual/Dec-12","5"
"Forum/Feb-12","Moderate Farmers/Dec-12","2"
"Forum/Feb-12","Moderate Miscellanea/Dec-12","2"
"Forum/Feb-12","Hardcore/Dec-12","10"
"Forum/Feb-12","Forum/Dec-12","1"
"Casual Forum/Feb-12","Moderate Farmers/Nov-11","10"
"Casual Forum/Feb-12","Casual Winners/Nov-11","18"
"Casual Forum/Feb-12","Casual Losers/Nov-11","6"
"Casual Forum/Feb-12","Forum/Nov-11","15"
"Casual Forum/Feb-12","Moderate/Nov-11","13"
"Casual Forum/Feb-12","Hardcore/Nov-11","15"
"Casual Forum/Feb-12","Casual Winners/Dec-11","15"
"Casual Forum/Feb-12","Casual Losers/Dec-11","9"
"Casual Forum/Feb-12","Moderate Farmers/Dec-11","12"
"Casual Forum/Feb-12","Hardcore/Dec-11","17"
"Casual Forum/Feb-12","Forum/Dec-11","36"
"Casual Forum/Feb-12","Moderate/Dec-11","8"
"Casual Forum/Feb-12","Moderate Losers/Jan-12","8"
"Casual Forum/Feb-12","Moderate Miscellanea/Jan-12","13"
"Casual Forum/Feb-12","Casual Losers/Jan-12","5"
"Casual Forum/Feb-12","Hardcore/Jan-12","12"
"Casual Forum/Feb-12","Casual Winners/Jan-12","11"
"Casual Forum/Feb-12","Forum/Jan-12","37"
"Casual Forum/Feb-12","Moderate Farmers/Jan-12","5"
"Casual Forum/Feb-12","Moderate Farmers/Feb-12","0"
"Casual Forum/Feb-12","Moderate Losers/Feb-12","0"
"Casual Forum/Feb-12","Casual Losers/Feb-12","0"
"Casual Forum/Feb-12","Hardcore/Feb-12","0"
"Casual Forum/Feb-12","Casual Winners/Feb-12","0"
"Casual Forum/Feb-12","Forum/Feb-12","0"
"Casual Forum/Feb-12","Casual Forum/Feb-12","116"
"Casual Forum/Feb-12","Casual Forum/Mar-12","24"
"Casual Forum/Feb-12","Casual Winners/Mar-12","11"
"Casual Forum/Feb-12","Moderate Miscellanea/Mar-12","10"
"Casual Forum/Feb-12","Casual Losers/Mar-12","9"
"Casual Forum/Feb-12","Hardcore/Mar-12","7"
"Casual Forum/Feb-12","Forum/Mar-12","21"
"Casual Forum/Feb-12","Moderate Farmers/Mar-12","2"
"Casual Forum/Feb-12","Casual Winners/Apr-12","10"
"Casual Forum/Feb-12","Casual Losers/Apr-12","6"
"Casual Forum/Feb-12","Casual Forum/Apr-12","18"
"Casual Forum/Feb-12","Moderate Miscellanea/Apr-12","6"
"Casual Forum/Feb-12","Moderate Farmers/Apr-12","6"
"Casual Forum/Feb-12","Forum/Apr-12","20"
"Casual Forum/Feb-12","Hardcore/Apr-12","11"
"Casual Forum/Feb-12","Hardcore/May-12","11"
"Casual Forum/Feb-12","Casual Forum/May-12","15"
"Casual Forum/Feb-12","Casual Winners/May-12","9"
"Casual Forum/Feb-12","Casual Losers/May-12","7"
"Casual Forum/Feb-12","Moderate Miscellanea/May-12","8"
"Casual Forum/Feb-12","Forum/May-12","22"
"Casual Forum/Feb-12","Moderate Farmers/May-12","5"
"Casual Forum/Feb-12","Hardcore/Jun-12","9"
"Casual Forum/Feb-12","Moderate Losers/Jun-12","4"
"Casual Forum/Feb-12","Moderate Miscellanea/Jun-12","5"
"Casual Forum/Feb-12","Casual Losers/Jun-12","4"
"Casual Forum/Feb-12","Moderate Farmers/Jun-12","6"
"Casual Forum/Feb-12","Forum/Jun-12","22"
"Casual Forum/Feb-12","Casual Winners/Jun-12","9"
"Casual Forum/Feb-12","Casual Winners/Jul-12","10"
"Casual Forum/Feb-12","Moderate Miscellanea/Jul-12","5"
"Casual Forum/Feb-12","Moderate Farmers/Jul-12","5"
"Casual Forum/Feb-12","Casual Losers/Jul-12","1"
"Casual Forum/Feb-12","Forum/Jul-12","18"
"Casual Forum/Feb-12","Hardcore/Jul-12","8"
"Casual Forum/Feb-12","Moderate Losers/Jul-12","3"
"Casual Forum/Feb-12","Hardcore/Aug-12","16"
"Casual Forum/Feb-12","Casual Losers/Aug-12","2"
"Casual Forum/Feb-12","Casual Winners/Aug-12","8"
"Casual Forum/Feb-12","Moderate Losers/Aug-12","6"
"Casual Forum/Feb-12","Moderate Winners/Aug-12","7"
"Casual Forum/Feb-12","Moderate Farmers/Aug-12","3"
"Casual Forum/Feb-12","Casual Winners/Sep-12","7"
"Casual Forum/Feb-12","Moderate Farmers/Sep-12","6"
"Casual Forum/Feb-12","Hardcore/Sep-12","5"
"Casual Forum/Feb-12","Casual Losers/Sep-12","4"
"Casual Forum/Feb-12","Moderate Losers/Sep-12","2"
"Casual Forum/Feb-12","Forum/Sep-12","10"
"Casual Forum/Feb-12","Hardcore/Oct-12","6"
"Casual Forum/Feb-12","Moderate Farmers/Oct-12","8"
"Casual Forum/Feb-12","Casual Losers/Oct-12","1"
"Casual Forum/Feb-12","Forum/Oct-12","10"
"Casual Forum/Feb-12","Casual Winners/Oct-12","6"
"Casual Forum/Feb-12","Moderate Miscellanea/Oct-12","0"
"Casual Forum/Feb-12","Casual/Nov-12","8"
"Casual Forum/Feb-12","Hardcore/Nov-12","8"
"Casual Forum/Feb-12","Moderate Farmers/Nov-12","3"
"Casual Forum/Feb-12","Moderate Miscellanea/Nov-12","1"
"Casual Forum/Feb-12","Forum/Nov-12","4"
"Casual Forum/Feb-12","Casual/Dec-12","2"
"Casual Forum/Feb-12","Moderate Farmers/Dec-12","3"
"Casual Forum/Feb-12","Moderate Miscellanea/Dec-12","0"
"Casual Forum/Feb-12","Hardcore/Dec-12","2"
"Casual Forum/Feb-12","Forum/Dec-12","3"
"Casual Forum/Mar-12","Moderate Farmers/Nov-11","8"
"Casual Forum/Mar-12","Casual Winners/Nov-11","9"
"Casual Forum/Mar-12","Casual Losers/Nov-11","2"
"Casual Forum/Mar-12","Forum/Nov-11","12"
"Casual Forum/Mar-12","Moderate/Nov-11","12"
"Casual Forum/Mar-12","Hardcore/Nov-11","12"
"Casual Forum/Mar-12","Casual Winners/Dec-11","8"
"Casual Forum/Mar-12","Casual Losers/Dec-11","6"
"Casual Forum/Mar-12","Moderate Farmers/Dec-11","12"
"Casual Forum/Mar-12","Hardcore/Dec-11","14"
"Casual Forum/Mar-12","Forum/Dec-11","29"
"Casual Forum/Mar-12","Moderate/Dec-11","8"
"Casual Forum/Mar-12","Moderate Losers/Jan-12","5"
"Casual Forum/Mar-12","Moderate Miscellanea/Jan-12","10"
"Casual Forum/Mar-12","Casual Losers/Jan-12","4"
"Casual Forum/Mar-12","Hardcore/Jan-12","12"
"Casual Forum/Mar-12","Casual Winners/Jan-12","9"
"Casual Forum/Mar-12","Forum/Jan-12","29"
"Casual Forum/Mar-12","Moderate Farmers/Jan-12","4"
"Casual Forum/Mar-12","Moderate Farmers/Feb-12","9"
"Casual Forum/Mar-12","Moderate Losers/Feb-12","6"
"Casual Forum/Mar-12","Casual Losers/Feb-12","7"
"Casual Forum/Mar-12","Hardcore/Feb-12","8"
"Casual Forum/Mar-12","Casual Winners/Feb-12","7"
"Casual Forum/Mar-12","Forum/Feb-12","12"
"Casual Forum/Mar-12","Casual Forum/Feb-12","24"
"Casual Forum/Mar-12","Casual Forum/Mar-12","107"
"Casual Forum/Mar-12","Casual Winners/Mar-12","0"
"Casual Forum/Mar-12","Moderate Miscellanea/Mar-12","0"
"Casual Forum/Mar-12","Casual Losers/Mar-12","0"
"Casual Forum/Mar-12","Hardcore/Mar-12","0"
"Casual Forum/Mar-12","Forum/Mar-12","0"
"Casual Forum/Mar-12","Moderate Farmers/Mar-12","0"
"Casual Forum/Mar-12","Casual Winners/Apr-12","6"
"Casual Forum/Mar-12","Casual Losers/Apr-12","7"
"Casual Forum/Mar-12","Casual Forum/Apr-12","19"
"Casual Forum/Mar-12","Moderate Miscellanea/Apr-12","10"
"Casual Forum/Mar-12","Moderate Farmers/Apr-12","4"
"Casual Forum/Mar-12","Forum/Apr-12","25"
"Casual Forum/Mar-12","Hardcore/Apr-12","15"
"Casual Forum/Mar-12","Hardcore/May-12","8"
"Casual Forum/Mar-12","Casual Forum/May-12","20"
"Casual Forum/Mar-12","Casual Winners/May-12","4"
"Casual Forum/Mar-12","Casual Losers/May-12","5"
"Casual Forum/Mar-12","Moderate Miscellanea/May-12","10"
"Casual Forum/Mar-12","Forum/May-12","22"
"Casual Forum/Mar-12","Moderate Farmers/May-12","7"
"Casual Forum/Mar-12","Hardcore/Jun-12","8"
"Casual Forum/Mar-12","Moderate Losers/Jun-12","6"
"Casual Forum/Mar-12","Moderate Miscellanea/Jun-12","4"
"Casual Forum/Mar-12","Casual Losers/Jun-12","4"
"Casual Forum/Mar-12","Moderate Farmers/Jun-12","2"
"Casual Forum/Mar-12","Forum/Jun-12","25"
"Casual Forum/Mar-12","Casual Winners/Jun-12","12"
"Casual Forum/Mar-12","Casual Winners/Jul-12","14"
"Casual Forum/Mar-12","Moderate Miscellanea/Jul-12","2"
"Casual Forum/Mar-12","Moderate Farmers/Jul-12","4"
"Casual Forum/Mar-12","Casual Losers/Jul-12","6"
"Casual Forum/Mar-12","Forum/Jul-12","16"
"Casual Forum/Mar-12","Hardcore/Jul-12","9"
"Casual Forum/Mar-12","Moderate Losers/Jul-12","1"
"Casual Forum/Mar-12","Hardcore/Aug-12","16"
"Casual Forum/Mar-12","Casual Losers/Aug-12","2"
"Casual Forum/Mar-12","Casual Winners/Aug-12","9"
"Casual Forum/Mar-12","Moderate Losers/Aug-12","2"
"Casual Forum/Mar-12","Moderate Winners/Aug-12","4"
"Casual Forum/Mar-12","Moderate Farmers/Aug-12","5"
"Casual Forum/Mar-12","Casual Winners/Sep-12","5"
"Casual Forum/Mar-12","Moderate Farmers/Sep-12","2"
"Casual Forum/Mar-12","Hardcore/Sep-12","6"
"Casual Forum/Mar-12","Casual Losers/Sep-12","1"
"Casual Forum/Mar-12","Moderate Losers/Sep-12","5"
"Casual Forum/Mar-12","Forum/Sep-12","10"
"Casual Forum/Mar-12","Hardcore/Oct-12","4"
"Casual Forum/Mar-12","Moderate Farmers/Oct-12","2"
"Casual Forum/Mar-12","Casual Losers/Oct-12","4"
"Casual Forum/Mar-12","Forum/Oct-12","9"
"Casual Forum/Mar-12","Casual Winners/Oct-12","4"
"Casual Forum/Mar-12","Moderate Miscellanea/Oct-12","3"
"Casual Forum/Mar-12","Casual/Nov-12","9"
"Casual Forum/Mar-12","Hardcore/Nov-12","5"
"Casual Forum/Mar-12","Moderate Farmers/Nov-12","5"
"Casual Forum/Mar-12","Moderate Miscellanea/Nov-12","2"
"Casual Forum/Mar-12","Forum/Nov-12","7"
"Casual Forum/Mar-12","Casual/Dec-12","3"
"Casual Forum/Mar-12","Moderate Farmers/Dec-12","1"
"Casual Forum/Mar-12","Moderate Miscellanea/Dec-12","0"
"Casual Forum/Mar-12","Hardcore/Dec-12","3"
"Casual Forum/Mar-12","Forum/Dec-12","1"
"Casual Winners/Mar-12","Moderate Farmers/Nov-11","34"
"Casual Winners/Mar-12","Casual Winners/Nov-11","56"
"Casual Winners/Mar-12","Casual Losers/Nov-11","36"
"Casual Winners/Mar-12","Forum/Nov-11","3"
"Casual Winners/Mar-12","Moderate/Nov-11","55"
"Casual Winners/Mar-12","Hardcore/Nov-11","71"
"Casual Winners/Mar-12","Casual Winners/Dec-11","61"
"Casual Winners/Mar-12","Casual Losers/Dec-11","72"
"Casual Winners/Mar-12","Moderate Farmers/Dec-11","79"
"Casual Winners/Mar-12","Hardcore/Dec-11","99"
"Casual Winners/Mar-12","Forum/Dec-11","29"
"Casual Winners/Mar-12","Moderate/Dec-11","52"
"Casual Winners/Mar-12","Moderate Losers/Jan-12","32"
"Casual Winners/Mar-12","Moderate Miscellanea/Jan-12","66"
"Casual Winners/Mar-12","Casual Losers/Jan-12","44"
"Casual Winners/Mar-12","Hardcore/Jan-12","67"
"Casual Winners/Mar-12","Casual Winners/Jan-12","69"
"Casual Winners/Mar-12","Forum/Jan-12","22"
"Casual Winners/Mar-12","Moderate Farmers/Jan-12","60"
"Casual Winners/Mar-12","Moderate Farmers/Feb-12","65"
"Casual Winners/Mar-12","Moderate Losers/Feb-12","68"
"Casual Winners/Mar-12","Casual Losers/Feb-12","47"
"Casual Winners/Mar-12","Hardcore/Feb-12","52"
"Casual Winners/Mar-12","Casual Winners/Feb-12","82"
"Casual Winners/Mar-12","Forum/Feb-12","5"
"Casual Winners/Mar-12","Casual Forum/Feb-12","11"
"Casual Winners/Mar-12","Casual Forum/Mar-12","0"
"Casual Winners/Mar-12","Casual Winners/Mar-12","661"
"Casual Winners/Mar-12","Moderate Miscellanea/Mar-12","0"
"Casual Winners/Mar-12","Casual Losers/Mar-12","0"
"Casual Winners/Mar-12","Hardcore/Mar-12","0"
"Casual Winners/Mar-12","Forum/Mar-12","0"
"Casual Winners/Mar-12","Moderate Farmers/Mar-12","0"
"Casual Winners/Mar-12","Casual Winners/Apr-12","93"
"Casual Winners/Mar-12","Casual Losers/Apr-12","57"
"Casual Winners/Mar-12","Casual Forum/Apr-12","6"
"Casual Winners/Mar-12","Moderate Miscellanea/Apr-12","57"
"Casual Winners/Mar-12","Moderate Farmers/Apr-12","28"
"Casual Winners/Mar-12","Forum/Apr-12","10"
"Casual Winners/Mar-12","Hardcore/Apr-12","33"
"Casual Winners/Mar-12","Hardcore/May-12","49"
"Casual Winners/Mar-12","Casual Forum/May-12","8"
"Casual Winners/Mar-12","Casual Winners/May-12","63"
"Casual Winners/Mar-12","Casual Losers/May-12","48"
"Casual Winners/Mar-12","Moderate Miscellanea/May-12","55"
"Casual Winners/Mar-12","Forum/May-12","9"
"Casual Winners/Mar-12","Moderate Farmers/May-12","37"
"Casual Winners/Mar-12","Hardcore/Jun-12","36"
"Casual Winners/Mar-12","Moderate Losers/Jun-12","24"
"Casual Winners/Mar-12","Moderate Miscellanea/Jun-12","36"
"Casual Winners/Mar-12","Casual Losers/Jun-12","43"
"Casual Winners/Mar-12","Moderate Farmers/Jun-12","19"
"Casual Winners/Mar-12","Forum/Jun-12","10"
"Casual Winners/Mar-12","Casual Winners/Jun-12","45"
"Casual Winners/Mar-12","Casual Winners/Jul-12","47"
"Casual Winners/Mar-12","Moderate Miscellanea/Jul-12","30"
"Casual Winners/Mar-12","Moderate Farmers/Jul-12","16"
"Casual Winners/Mar-12","Casual Losers/Jul-12","19"
"Casual Winners/Mar-12","Forum/Jul-12","6"
"Casual Winners/Mar-12","Hardcore/Jul-12","40"
"Casual Winners/Mar-12","Moderate Losers/Jul-12","14"
"Casual Winners/Mar-12","Hardcore/Aug-12","26"
"Casual Winners/Mar-12","Casual Losers/Aug-12","17"
"Casual Winners/Mar-12","Casual Winners/Aug-12","28"
"Casual Winners/Mar-12","Moderate Losers/Aug-12","28"
"Casual Winners/Mar-12","Moderate Winners/Aug-12","25"
"Casual Winners/Mar-12","Moderate Farmers/Aug-12","15"
"Casual Winners/Mar-12","Casual Winners/Sep-12","32"
"Casual Winners/Mar-12","Moderate Farmers/Sep-12","29"
"Casual Winners/Mar-12","Hardcore/Sep-12","28"
"Casual Winners/Mar-12","Casual Losers/Sep-12","13"
"Casual Winners/Mar-12","Moderate Losers/Sep-12","15"
"Casual Winners/Mar-12","Forum/Sep-12","5"
"Casual Winners/Mar-12","Hardcore/Oct-12","28"
"Casual Winners/Mar-12","Moderate Farmers/Oct-12","23"
"Casual Winners/Mar-12","Casual Losers/Oct-12","10"
"Casual Winners/Mar-12","Forum/Oct-12","6"
"Casual Winners/Mar-12","Casual Winners/Oct-12","18"
